Epoch,MIA Forget Acc,MIA Retain Acc,MIA Forget F1,MIA Retain F1,MIA Forget Precision,MIA Retain Precision,MIA Forget Recall,MIA Retain Recall,Train Acc,Val Acc,Test Acc,Forget Acc
0,0.634375,0.6322265625,0.6754507628294036,0.6729199235713045,0.6072319201995012,0.6058805129809196,0.7609375,0.756640625,0.99912109375,0.813125,0.813125,0.998828125
1,0.6234375,0.625390625,0.6625831291564578,0.6649196366177498,0.6001902346227014,0.6014538558786346,0.739453125,0.743359375,0.9970703125,0.815625,0.815625,0.997265625
2,0.6265625,0.62421875,0.6656173487233298,0.6628110760602874,0.6025965801139962,0.6010807374443738,0.743359375,0.738671875,0.99775390625,0.814375,0.814375,0.9984375
3,0.62421875,0.6263671875,0.6622191011235955,0.6647976169616261,0.6014030612244898,0.6027963139497935,0.73671875,0.741015625,0.99716796875,0.8146875,0.8146875,0.996484375
4,0.6251953125,0.6263671875,0.6638640742686985,0.6652668416447944,0.6017783423308987,0.6025356576862123,0.740234375,0.742578125,0.99794921875,0.81375,0.81375,0.99765625
5,0.626171875,0.6275390625,0.6663179916317992,0.6679435834929479,0.6017002518891688,0.6025761859880616,0.746484375,0.74921875,0.9984375,0.814375,0.814375,0.99765625
6,0.6255859375,0.6328125,0.6640967233222359,0.6727019498607242,0.6021607880521131,0.6067839195979899,0.740234375,0.7546875,0.99873046875,0.8146875,0.8146875,0.9984375
7,0.6255859375,0.6333984375,0.6649187205034085,0.6741885089394203,0.6017083201518507,0.6066854108091222,0.74296875,0.75859375,0.9986328125,0.8146875,0.8146875,0.998828125
8,0.624609375,0.6306640625,0.6643381068808941,0.6715303109258294,0.6007580543272267,0.6046293400062559,0.74296875,0.755078125,0.99892578125,0.814375,0.814375,0.998046875
9,0.6234375,0.62890625,0.6599647266313933,0.6665496665496665,0.6016077170418006,0.6051625239005736,0.730859375,0.741796875,0.99716796875,0.814375,0.814375,0.996484375
10,0.6236328125,0.6287109375,0.6602010227473109,0.6663156047042303,0.6017357762777242,0.6050366592285623,0.73125,0.74140625,0.9978515625,0.814375,0.814375,0.996875
11,0.6248046875,0.6318359375,0.6625680660460215,0.6709722464653517,0.6019789339291414,0.606500473335437,0.73671875,0.75078125,0.99794921875,0.816875,0.816875,0.997265625
12,0.619140625,0.626953125,0.6568109820485745,0.6662006291506466,0.5976937860345932,0.6027830487033523,0.72890625,0.74453125,0.99755859375,0.8140625,0.8140625,0.995703125
13,0.6287109375,0.630859375,0.6663156047042303,0.668885774351787,0.6050366592285623,0.6064167725540025,0.74140625,0.745703125,0.99833984375,0.814375,0.814375,0.997265625
14,0.6248046875,0.6341796875,0.6611395307814429,0.6723806192058772,0.6027661627532969,0.6088058283180234,0.73203125,0.75078125,0.998046875,0.8146875,0.8146875,0.998046875
15,0.6232421875,0.6310546875,0.6614007372301212,0.6707338330137702,0.6005737966209754,0.6056027699087189,0.7359375,0.7515625,0.99873046875,0.815625,0.815625,0.998046875
16,0.62890625,0.6318359375,0.6673669467787114,0.6708573424131308,0.6046954314720813,0.6065677297126618,0.74453125,0.750390625,0.998828125,0.8159375,0.8159375,0.99765625
17,0.6232421875,0.6318359375,0.6619940424040652,0.6722309163623718,0.6002542103590721,0.6057662174866812,0.737890625,0.755078125,0.99892578125,0.8165625,0.8165625,0.99765625
18,0.626953125,0.634375,0.6664338106880894,0.6752255378209576,0.6026531901452937,0.6073657927590512,0.7453125,0.76015625,0.9990234375,0.815625,0.815625,0.998046875
19,0.626953125,0.635546875,0.665850244926522,0.6760416666666667,0.60297845373891,0.6084375,0.743359375,0.760546875,0.9994140625,0.8171875,0.8171875,0.99765625
20,0.620703125,0.6294921875,0.6555516140475346,0.6661974309343657,0.6003898635477583,0.6061479346781941,0.721875,0.739453125,0.9978515625,0.813125,0.813125,0.996875
21,0.6203125,0.6296875,0.6569008118602189,0.6681834091704585,0.5991629104958146,0.6052631578947368,0.726953125,0.745703125,0.9982421875,0.8121875,0.8121875,0.99609375
22,0.6193359375,0.62890625,0.6554710977549938,0.6670171749036102,0.5986438488860187,0.6048951048951049,0.72421875,0.743359375,0.99794921875,0.8109375,0.8109375,0.99609375
23,0.621484375,0.6302734375,0.6575971731448763,0.6681858019281333,0.6003225806451613,0.6060413354531001,0.726953125,0.74453125,0.99814453125,0.81375,0.81375,0.99609375
24,0.6248046875,0.6353515625,0.6614977973568282,0.6741141560481759,0.6025682182985553,0.6093404859577154,0.733203125,0.754296875,0.99853515625,0.813125,0.813125,0.996484375
25,0.621875,0.6330078125,0.6595145972564193,0.6728190841023856,0.5998080614203455,0.6069745523091423,0.732421875,0.7546875,0.9984375,0.8134375,0.8134375,0.996875
26,0.6203125,0.6291015625,0.6585879873551106,0.669106116048092,0.5982769623484365,0.603963510537905,0.732421875,0.75,0.9984375,0.8109375,0.8109375,0.99765625
27,0.6240234375,0.636328125,0.6636379521230124,0.6781887314206706,0.6003793866582359,0.6081835089894606,0.741796875,0.76640625,0.9990234375,0.8146875,0.8146875,0.996875
28,0.6248046875,0.6357421875,0.6632778264680105,0.6762714806457212,0.6015898251192369,0.6085598250546704,0.7390625,0.7609375,0.99921875,0.8140625,0.8140625,0.99765625
29,0.6173828125,0.63359375,0.6569777622132726,0.6762167759751467,0.5953665503014915,0.6057513914656771,0.7328125,0.765234375,0.9990234375,0.8140625,0.8140625,0.99765625
