Epoch,MIA Forget Acc,MIA Retain Acc,MIA Forget F1,MIA Retain F1,MIA Forget Precision,MIA Retain Precision,MIA Forget Recall,MIA Retain Recall,Train Acc,Val Acc,Test Acc,Forget Acc
0,0.826625386996904,0.8235294117647058,0.8422535211267606,0.8389830508474576,0.772609819121447,0.7714285714285715,0.9256965944272446,0.9195046439628483,1.0,0.4875,0.4875,1.0
1,0.8219814241486069,0.826625386996904,0.8377997179125529,0.8426966292134831,0.7694300518134715,0.7712082262210797,0.9195046439628483,0.9287925696594427,1.0,0.4875,0.4875,1.0
2,0.8219814241486069,0.8297213622291022,0.8377997179125529,0.84593837535014,0.7694300518134715,0.7723785166240409,0.9195046439628483,0.934984520123839,1.0,0.4875,0.4875,1.0
3,0.8142414860681114,0.8297213622291022,0.8295454545454546,0.84593837535014,0.7664041994750657,0.7723785166240409,0.9040247678018576,0.934984520123839,1.0,0.4875,0.4875,1.0
4,0.8188854489164087,0.826625386996904,0.8345120226308345,0.8426966292134831,0.7682291666666666,0.7712082262210797,0.913312693498452,0.9287925696594427,1.0,0.48775,0.48775,1.0
5,0.8281733746130031,0.8312693498452013,0.843441466854725,0.8466947960618847,0.7746113989637305,0.7757731958762887,0.9256965944272446,0.9318885448916409,1.0,0.4875,0.4875,1.0
6,0.8235294117647058,0.8297213622291022,0.8389830508474576,0.8455056179775281,0.7714285714285715,0.7737789203084833,0.9195046439628483,0.9318885448916409,1.0,0.48725,0.48725,1.0
7,0.8312693498452013,0.8328173374613003,0.847124824684432,0.8487394957983193,0.7743589743589744,0.7749360613810742,0.934984520123839,0.9380804953560371,1.0,0.48725,0.48725,1.0
8,0.8235294117647058,0.8235294117647058,0.8403361344537815,0.8403361344537815,0.7672634271099744,0.7672634271099744,0.9287925696594427,0.9287925696594427,1.0,0.4865,0.4865,1.0
9,0.8235294117647058,0.8188854489164087,0.8403361344537815,0.8354430379746836,0.7672634271099744,0.7654639175257731,0.9287925696594427,0.9195046439628483,1.0,0.4865,0.4865,1.0
10,0.8219814241486069,0.826625386996904,0.8387096774193549,0.8435754189944135,0.7666666666666667,0.7684478371501272,0.9256965944272446,0.934984520123839,1.0,0.487,0.487,1.0
11,0.8235294117647058,0.8312693498452013,0.8398876404494382,0.8479776847977685,0.7686375321336761,0.7715736040609137,0.9256965944272446,0.9411764705882353,1.0,0.487,0.487,1.0
12,0.8204334365325078,0.8250773993808049,0.8366197183098592,0.8415147265077139,0.7674418604651163,0.7692307692307693,0.9195046439628483,0.9287925696594427,1.0,0.48725,0.48725,1.0
13,0.8188854489164087,0.8281733746130031,0.8349788434414669,0.8447552447552448,0.7668393782383419,0.7704081632653061,0.9164086687306502,0.934984520123839,1.0,0.4875,0.4875,1.0
14,0.8250773993808049,0.8250773993808049,0.8410689170182841,0.8410689170182841,0.770618556701031,0.770618556701031,0.9256965944272446,0.9256965944272446,1.0,0.487,0.487,1.0
15,0.8250773993808049,0.8188854489164087,0.8415147265077139,0.8349788434414669,0.7692307692307693,0.7668393782383419,0.9287925696594427,0.9164086687306502,1.0,0.48675,0.48675,1.0
16,0.8188854489164087,0.826625386996904,0.8349788434414669,0.8431372549019608,0.7668393782383419,0.7698209718670077,0.9164086687306502,0.9318885448916409,1.0,0.4865,0.4865,1.0
17,0.8095975232198143,0.8235294117647058,0.8245363766048502,0.8394366197183099,0.7645502645502645,0.7700258397932817,0.8947368421052632,0.9226006191950464,1.0,0.48625,0.48625,1.0
18,0.8250773993808049,0.8312693498452013,0.840620592383639,0.847124824684432,0.772020725388601,0.7743589743589744,0.9226006191950464,0.934984520123839,1.0,0.48625,0.48625,1.0
19,0.8204334365325078,0.8250773993808049,0.8361581920903954,0.8410689170182841,0.7688311688311689,0.770618556701031,0.9164086687306502,0.9256965944272446,1.0,0.4865,0.4865,1.0
20,0.8188854489164087,0.8235294117647058,0.8345120226308345,0.8394366197183099,0.7682291666666666,0.7700258397932817,0.913312693498452,0.9226006191950464,1.0,0.486,0.486,1.0
21,0.8080495356037152,0.8250773993808049,0.8228571428571428,0.8410689170182841,0.7639257294429708,0.770618556701031,0.891640866873065,0.9256965944272446,1.0,0.4865,0.4865,1.0
22,0.8080495356037152,0.826625386996904,0.8233618233618234,0.8431372549019608,0.762532981530343,0.7698209718670077,0.8947368421052632,0.9318885448916409,1.0,0.48625,0.48625,1.0
23,0.7987616099071208,0.8219814241486069,0.8132183908045977,0.8382559774964838,0.7587131367292225,0.7680412371134021,0.8761609907120743,0.9226006191950464,1.0,0.4865,0.4865,1.0
24,0.7848297213622291,0.8250773993808049,0.7982583454281568,0.8419580419580419,0.7513661202185792,0.7678571428571429,0.8513931888544891,0.9318885448916409,1.0,0.4875,0.4875,1.0
25,0.7848297213622291,0.8188854489164087,0.7970802919708029,0.8345120226308345,0.7541436464088398,0.7682291666666666,0.8452012383900929,0.913312693498452,1.0,0.48675,0.48675,1.0
26,0.7786377708978328,0.8173374613003096,0.7893961708394698,0.8323863636363636,0.7528089887640449,0.7690288713910761,0.8297213622291022,0.9071207430340558,1.0,0.486,0.486,1.0
27,0.7739938080495357,0.8080495356037152,0.7846607669616519,0.8228571428571428,0.7492957746478873,0.7639257294429708,0.8235294117647058,0.891640866873065,1.0,0.48625,0.48625,1.0
28,0.7647058823529411,0.8142414860681114,0.7689969604863222,0.8260869565217391,0.755223880597015,0.776566757493188,0.7832817337461301,0.8823529411764706,1.0,0.4855,0.4855,1.0
29,0.718266253869969,0.8080495356037152,0.7138364779874213,0.8213256484149856,0.7252396166134185,0.7681940700808625,0.7027863777089783,0.8823529411764706,0.9996875,0.48425,0.48425,0.9907120743034056
