Epoch,MIA Forget Acc,MIA Retain Acc,MIA Forget F1,MIA Retain F1,MIA Forget Precision,MIA Retain Precision,MIA Forget Recall,MIA Retain Recall,Train Acc,Val Acc,Test Acc,Forget Acc
0,0.6130030959752322,0.8111455108359134,0.558303886925795,0.8242074927953891,0.6502057613168725,0.77088948787062,0.4891640866873065,0.8854489164086687,1.0,0.47925,0.47925,1.0
1,0.6052631578947368,0.8065015479876161,0.5438282647584973,0.818577648766328,0.6440677966101694,0.7704918032786885,0.47058823529411764,0.8730650154798761,1.0,0.47925,0.47925,1.0
2,0.5727554179566563,0.7910216718266254,0.4907749077490775,0.8023426061493412,0.6073059360730594,0.7611111111111111,0.4117647058823529,0.848297213622291,1.0,0.4765,0.4765,1.0
3,0.5758513931888545,0.8080495356037152,0.4925925925925926,0.8202898550724638,0.6129032258064516,0.771117166212534,0.4117647058823529,0.8761609907120743,1.0,0.4755,0.4755,1.0
4,0.5495356037151703,0.8003095975232198,0.4499054820415879,0.8133140376266281,0.5776699029126213,0.7635869565217391,0.3684210526315789,0.8699690402476781,1.0,0.477,0.477,1.0
5,0.5913312693498453,0.8111455108359134,0.5147058823529411,0.8221574344023324,0.6334841628959276,0.7768595041322314,0.43343653250773995,0.8730650154798761,1.0,0.47975,0.47975,1.0
6,0.541795665634675,0.8080495356037152,0.4263565891472868,0.8197674418604651,0.5699481865284974,0.7726027397260274,0.34055727554179566,0.8730650154798761,1.0,0.476,0.476,1.0
7,0.5479876160990712,0.8126934984520123,0.44061302681992337,0.8253968253968254,0.5778894472361809,0.772972972972973,0.3560371517027864,0.8854489164086687,1.0,0.47775,0.47775,1.0
8,0.5402476780185759,0.8018575851393189,0.42330097087378643,0.8128654970760234,0.5677083333333334,0.7700831024930748,0.33746130030959753,0.8606811145510835,1.0,0.47675,0.47675,1.0
9,0.4984520123839009,0.804953560371517,0.3441295546558704,0.8179190751445087,0.49707602339181284,0.7669376693766937,0.2631578947368421,0.8761609907120743,1.0,0.47675,0.47675,1.0
10,0.5123839009287926,0.8065015479876161,0.35845213849287166,0.8164464023494861,0.5238095238095238,0.776536312849162,0.2724458204334365,0.8606811145510835,1.0,0.4785,0.4785,1.0
11,0.5046439628482973,0.8111455108359134,0.3442622950819672,0.8221574344023324,0.509090909090909,0.7768595041322314,0.26006191950464397,0.8730650154798761,1.0,0.47775,0.47775,1.0
12,0.5185758513931888,0.8142414860681114,0.37424547283702214,0.8255813953488372,0.5344827586206896,0.7780821917808219,0.28792569659442724,0.8792569659442725,1.0,0.4815,0.4815,1.0
13,0.5154798761609907,0.8157894736842105,0.36511156186612576,0.826783114992722,0.5294117647058824,0.7802197802197802,0.2786377708978328,0.8792569659442725,1.0,0.48125,0.48125,1.0
14,0.5015479876160991,0.8080495356037152,0.3374485596707819,0.8187134502923976,0.5030674846625767,0.775623268698061,0.25386996904024767,0.8668730650154799,1.0,0.4795,0.4795,1.0
15,0.5263157894736842,0.8250773993808049,0.37037037037037035,0.833578792341679,0.5521472392638037,0.7949438202247191,0.2786377708978328,0.8761609907120743,1.0,0.481,0.481,1.0
16,0.4969040247678019,0.8126934984520123,0.32432432432432434,0.8233576642335766,0.4936708860759494,0.7790055248618785,0.24148606811145512,0.8730650154798761,1.0,0.482,0.482,1.0
17,0.47832817337461303,0.804953560371517,0.28450106157112526,0.8152492668621701,0.4527027027027027,0.7743732590529248,0.20743034055727555,0.8606811145510835,1.0,0.47925,0.47925,1.0
18,0.48142414860681115,0.8126934984520123,0.2857142857142857,0.8228404099560761,0.4589041095890411,0.7805555555555556,0.20743034055727555,0.8699690402476781,1.0,0.4805,0.4805,0.9969040247678018
19,0.47058823529411764,0.8065015479876161,0.2565217391304348,0.8153618906942393,0.4306569343065693,0.7796610169491526,0.1826625386996904,0.8544891640866873,1.0,0.48075,0.48075,0.9969040247678018
20,0.47678018575851394,0.8157894736842105,0.27467811158798283,0.8262773722627738,0.44755244755244755,0.7817679558011049,0.19814241486068113,0.8761609907120743,1.0,0.48175,0.48175,0.9969040247678018
21,0.47987616099071206,0.8173374613003096,0.2631578947368421,0.8249258160237388,0.45112781954887216,0.792022792022792,0.18575851393188855,0.8606811145510835,1.0,0.47925,0.47925,0.9969040247678018
22,0.47987616099071206,0.8204334365325078,0.2727272727272727,0.8299120234604106,0.45323741007194246,0.7883008356545961,0.19504643962848298,0.8761609907120743,1.0,0.48275,0.48275,1.0
23,0.46439628482972134,0.8142414860681114,0.2345132743362832,0.8230088495575221,0.4108527131782946,0.7859154929577464,0.16408668730650156,0.8637770897832817,1.0,0.482,0.482,1.0
